tile,dither,fiber,fiber_ra,fiber_dec,objI,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjI,Spec_ra,Spec_dec,Specz,Specz_err,cluster,Q,redshift,redshift_err,separation,interloper,LOSV,LOSV_err
NE,2.0,136.0,250.089620418,46.7108056944,1.23765171587e+18,250.089283915,46.7109983324,22.54738,0.3794852,20.51224,0.03233125,19.10849,0.01632265,18.56227,0.01620943,18.19172,0.03786865,0.22245,0.013119,,,,,,c250p08+46p7,0.0,0.21799,0.00019,0.0591966930843,NO,-2119.81097761,92.6234795265
NE,2.0,195.0,250.092579106,46.70386125,1.23765171587e+18,250.093112328,46.7040663756,23.60433,0.6737093,20.72946,0.03085386,19.20513,0.01439151,18.63872,0.01397358,18.28664,0.03209685,0.274658,0.032135,,,,,,c250p08+46p7,0.0,0.22891,0.00019,0.137504769329,NO,541.895328787,92.6234795265
NE,3.0,37.0,250.098369831,46.7223056944,1.23765171587e+18,250.099072697,46.7221434827,22.80767,0.4129383,20.5573,0.02934142,19.22289,0.01568432,18.67964,0.01555068,18.37617,0.03838938,0.211119,0.012885,,,,,,c250p08+46p7,0.0,0.22286,0.00021,0.201073810307,NO,-932.767963674,102.373319477
NE,3.0,120.0,250.08666203,46.7118890278,1.23765171587e+18,250.086480691,46.7122115978,22.35914,1.617531,19.19893,0.04368402,17.82145,0.02168186,17.26029,0.02218325,17.21195,0.0758953,0.403765,0.100007,,,,,,c250p08+46p7,0.0,0.2216,0.00017,0.0358522637886,NO,-1239.8879221,82.8736395764
NE,3.0,181.0,250.09549571,46.7050834722,1.23765171587e+18,250.096116045,46.705091144,20.64489,0.07452701,19.22334,0.01201704,18.3904,0.009303419,18.0218,0.01042618,17.80983,0.02709083,0.090082,0.033672,,,,,,c250p08+46p7,0.0,0.21909,8e-05,0.14465563996,NO,-1851.69037898,38.9993598006
NE,3.0,184.0,250.104204042,46.70511125,1.23765171587e+18,250.103589218,46.7051086997,22.68437,0.5208469,20.50355,0.03709512,19.09086,0.01833447,18.61455,0.01948866,18.35424,0.05208924,0.219562,0.026464,,,,,,c250p08+46p7,0.0,0.21103,0.00016,0.196153139563,YES,-3816.28312893,77.9987196013
NW,1.0,50.0,250.054619867,46.72161125,1.23765171587e+18,250.054325758,46.7217068392,23.1758,0.5653797,20.76958,0.03406117,19.3663,0.01729028,18.85091,0.01739572,18.62504,0.045926,0.212633,0.016368,,,,,,c250p08+46p7,0.0,0.2289,0.00016,0.289032114642,NO,539.4578688,77.9987196013
NW,1.0,79.0,250.054661705,46.7182501389,1.23765171587e+18,250.054345529,46.7184209495,20.48698,0.05852578,19.71629,0.01519862,19.11794,0.01376558,18.80784,0.01640331,18.71487,0.04914994,0.200142,0.029262,,,,,,c250p08+46p7,0.0,0.22968,7e-05,0.272088727324,NO,729.579747828,34.1244398256
NW,1.0,81.0,250.060453372,46.7182501389,1.23765171587e+18,250.060719251,46.7179177816,24.38213,0.8283988,21.88513,0.06915224,20.48732,0.03455358,19.92621,0.03350303,19.5099,0.07718021,0.235404,0.039341,,,,,,c250p08+46p7,1.0,0.22487,0.00021,0.2122508886,NO,-442.838506179,102.373319477
NW,1.0,128.0,250.070661967,46.71311125,1.23765171587e+18,250.070228393,46.7133459382,23.14186,0.4688433,21.66039,0.06320382,20.3068,0.03235758,19.77639,0.03271233,19.50238,0.08644713,0.256447,0.034768,,,,,,c250p08+46p7,1.0,0.22809,0.00014,0.113929935763,NO,342.023609809,68.2488796511
NW,1.0,215.0,250.070662496,46.7027501389,1.23765171587e+18,250.071084592,46.7031322678,21.62899,0.1690526,20.51056,0.03056263,19.20835,0.01667746,18.72092,0.0174403,18.34516,0.04137174,0.30839,0.059579,,,,,,c250p08+46p7,1.0,0.258,0.00025,0.166276996211,YES,7632.46643254,121.872999377
NW,2.0,33.0,250.045786471,46.7228334722,1.23765171587e+18,250.045796881,46.7228286568,24.37566,4.471046,20.05852,0.0650354,19.32603,0.05681185,19.13399,0.0808651,22.97132,4.242066,0.108063,0.083528,,,,,,c250p08+46p7,1.0,0.22283,0.0001,0.357675310302,NO,-940.080343637,48.7491997508
NW,2.0,56.0,250.070578227,46.7210834722,1.23765171587e+18,250.069977167,46.7208708347,22.02986,0.1833327,21.44531,0.0518497,20.91259,0.05261303,20.67053,0.06839881,20.25408,0.162276,0.302508,0.130538,,,,,,c250p08+46p7,1.0,0.23498,0.00015,0.171384916353,NO,2021.43354122,73.1237996262
NW,2.0,70.0,250.069203312,46.7194168056,1.23765171587e+18,250.069200755,46.7193245568,25.36248,0.7591358,21.99248,0.08256564,20.69617,0.04402775,20.22497,0.04712232,20.14693,0.1514318,0.251977,0.037345,,,,,,c250p08+46p7,1.0,0.21673,0.00018,0.1524231648,NO,-2426.93093604,87.7485595514
NW,2.0,81.0,250.0589534,46.7176945833,1.23765171587e+18,250.059084609,46.7180568984,23.60049,0.703141,20.59037,0.0286121,19.19839,0.01468216,18.68755,0.01490163,18.3453,0.03509173,0.220705,0.015865,,,,,,c250p08+46p7,0.0,0.22515,0.00014,0.22665905367,NO,-374.589626528,68.2488796511
NW,2.0,156.0,250.066245509,46.7090279167,1.23765171587e+18,250.0658665,46.708743367,22.35355,0.2920256,20.33304,0.02537923,18.87897,0.01254867,18.32234,0.01241489,17.97561,0.02867949,0.242574,0.015199,,,,,,c250p08+46p7,0.0,0.2281,0.00017,0.155245709073,NO,344.461069797,82.8736395764
NW,3.0,33.0,250.047244833,46.7222779167,1.23765171587e+18,250.047765037,46.7222104058,23.73914,0.7738739,20.66696,0.03088965,19.11188,0.01411888,18.5579,0.01366373,18.19141,0.0310585,0.27485,0.016921,,,,,,c250p08+46p7,0.0,0.22494,0.0002,0.340895508641,NO,-425.776286266,97.4983995016
NW,3.0,65.0,250.056036677,46.7188056944,1.23765171587e+18,250.056470883,46.7191156424,23.61837,0.6339553,21.6912,0.06215032,20.4879,0.03639343,20.0268,0.03848824,19.82656,0.1080727,0.237249,0.034569,,,,,,c250p08+46p7,1.0,0.13193,6e-05,0.16440781367,YES,-23096.5916304,29.2495198505
NW,3.0,74.0,250.039953431,46.7170834722,1.23765171587e+18,250.039932075,46.7175817747,23.5713,0.593933,21.74414,0.06234358,20.34168,0.03139408,19.82899,0.0313137,19.48192,0.076676,0.22532,0.012007,,,,,,c250p08+46p7,1.0,0.17349,0.00012,0.317291995228,YES,-12966.5079222,58.499039701
NW,3.0,122.0,250.053162023,46.7120279167,1.23765171587e+18,250.052648171,46.712411312,24.3905,0.9907216,21.0981,0.0422347,19.65624,0.02037835,19.07901,0.01965348,18.80722,0.05025477,0.264061,0.025682,,,,,,c250p08+46p7,0.0,0.22701,0.00013,0.269593427958,NO,78.7779311548,63.373959676
NW,3.0,144.0,250.07507878,46.7102501389,1.23765171587e+18,250.075486744,46.7099924581,24.39397,0.91364,20.81373,0.03151925,19.27397,0.01457689,18.76156,0.01464281,18.37544,0.03283104,0.28881,0.045164,,,,,,c250p08+46p7,1.0,0.20795,0.00021,0.0624037871759,YES,-4567.0208051,102.373319477
NW,3.0,149.0,250.047287204,46.7084723611,1.23765171587e+18,250.047461506,46.7086987653,23.72053,0.8335376,21.35945,0.05637851,20.02493,0.0293979,19.47749,0.02937186,19.12146,0.07309856,0.206119,0.014774,,,,,,c250p08+46p7,1.0,0.08443,0.00018,0.138481834271,YES,-34674.5265712,87.7485595514
SE,1.0,4.0,250.086662641,46.6999168056,1.23765171587e+18,250.086143807,46.6998336829,25.05015,0.7497844,21.8136,0.06295539,20.48198,0.03299756,20.01938,0.03487743,19.54966,0.0773293,0.215144,0.036303,,,,,,c250p08+46p7,0.0,0.23406,0.00011,0.160719504448,NO,1797.18722237,53.6241197259
SE,1.0,50.0,250.093954574,46.6946945833,1.23765171587e+18,250.093694837,46.6950925594,23.85136,0.6516481,21.93915,0.06909638,20.50613,0.03329761,19.96952,0.03323371,19.56818,0.07815943,0.235072,0.01525,,,,,,c250p08+46p7,1.0,0.23764,0.00016,0.24652777157,YES,2669.79789791,77.9987196013
SE,1.0,107.0,250.091079925,46.6878056944,1.23765171587e+18,250.091266172,46.6877670056,21.86435,0.237634,20.20023,0.02752911,18.82319,0.0139394,18.32191,0.01445042,17.94239,0.03379044,0.244886,0.038417,,,,,,c250p08+46p7,0.0,0.18662,0.00012,0.276311425721,YES,-9766.12295852,58.499039701
SE,1.0,147.0,250.08083019,46.68261125,1.23765171587e+18,250.080597658,46.6825880537,21.73197,0.1905614,19.68808,0.0172646,18.38598,0.009692833,17.86271,0.009782664,17.48722,0.02172713,0.193781,0.010389,,,,,,c250p08+46p7,0.0,0.18642,7e-05,0.326431219807,YES,-9814.87215827,34.1244398256
SE,1.0,211.0,250.098413874,46.6757223611,1.23765171587e+18,250.098439327,46.6756173164,23.53074,0.8636399,20.4484,0.03062296,19.06132,0.0156354,18.55721,0.01627852,18.17675,0.03829679,0.220366,0.017735,,,,,,c250p08+46p7,0.0,0.23247,0.00011,0.502004569183,NO,1409.63108435,53.6241197259
SE,1.0,214.0,250.106955535,46.6758334722,1.23765171587e+18,250.10758215,46.6758942777,22.48552,0.3062129,20.38661,0.02521337,19.03345,0.01338873,18.54781,0.01388501,18.2366,0.03365873,0.235368,0.022983,,,,,,c250p08+46p7,0.0,0.22715,0.00019,0.519908982689,NO,112.90237098,92.6234795265
SE,2.0,113.0,250.107079952,46.6872779167,1.23765171587e+18,250.106522309,46.6873012714,23.80389,0.6102419,21.93938,0.06729031,20.51372,0.03281088,20.08922,0.03561416,19.59213,0.07783339,0.22647,0.018049,,,,,,c250p08+46p7,0.0,0.22211,0.00017,0.378321215434,NO,-1115.57746274,82.8736395764
SE,2.0,165.0,250.089621971,46.68036125,1.23765171587e+18,250.089805127,46.6799538777,20.91082,0.1155264,19.38073,0.01548139,18.59401,0.01241246,18.10977,0.01327479,17.95273,0.03873995,0.13288,0.033766,,,,,,c250p08+46p7,1.0,0.21102,0.00014,0.397052111847,YES,-3818.72058892,68.2488796511
SE,3.0,18.0,250.085121117,46.69711125,1.23765171587e+18,250.085350632,46.6968269383,22.27735,0.2934597,20.22239,0.02482578,18.79731,0.01243065,18.24728,0.01238107,17.82934,0.02729589,0.222451,0.01416,,,,,,c250p08+46p7,0.0,0.23473,0.00012,0.19980079877,NO,1960.49704154,58.499039701
SE,3.0,77.0,250.088163138,46.6901668056,1.23765171587e+18,250.088544709,46.6902819882,21.40173,0.1509739,19.42841,0.01480207,18.20861,0.008808782,17.72383,0.009128951,17.37321,0.0205036,0.176464,0.009447,,,,,,c250p08+46p7,0.0,0.18924,6e-05,0.246775158492,YES,-9127.50844178,29.2495198505
SE,3.0,118.0,250.080871736,46.6849723611,1.23765171587e+18,250.080907881,46.6847312945,24.42299,0.927928,20.68477,0.02868301,19.39733,0.01601793,18.87791,0.01616994,18.56376,0.03885056,0.217464,0.037794,,,,,,c250p08+46p7,0.0,0.22381,0.00021,0.348591237093,NO,-701.209264858,102.373319477
SE,3.0,176.0,250.080830417,46.6781390278,1.23765171587e+18,250.080132023,46.678092701,22.22324,0.24563,20.7581,0.03326762,19.35801,0.01685172,18.87948,0.01766974,18.42592,0.03899921,0.273711,0.045403,,,,,,c250p08+46p7,0.0,0.21666,8e-05,0.424398627878,YES,-2443.99315595,38.9993598006
SW,1.0,122.0,250.05316334,46.6861945833,1.23765171587e+18,250.053279627,46.6860930833,22.29291,0.3349522,19.61656,0.01727302,18.21663,0.009048221,17.68965,0.009137996,17.35791,0.02099095,0.235203,0.021303,,,,,,c250p08+46p7,0.0,0.23401,7e-05,0.43560429013,NO,1784.99992243,34.1244398256
SW,1.0,243.0,250.067830712,46.67236125,1.23765171587e+18,250.067635684,46.672279688,23.95082,0.8707407,21.61524,0.06450848,20.27618,0.03341718,19.7821,0.03514948,19.38272,0.08534768,0.196664,0.012944,,,,,,c250p08+46p7,1.0,0.22781,0.00018,0.5342993627,NO,273.774730158,87.7485595514
SW,1.0,246.0,250.076497376,46.6724168056,1.23765171587e+18,250.076571021,46.6724824746,20.68726,0.100543,18.70031,0.01034051,17.51125,0.006408107,17.05443,0.006735415,16.75562,0.01533261,0.189014,0.013477,7.05953571212e+17,250.07658,46.672478,0.1890255,3.032739e-05,c250p08+46p7,0.0,0.1874,0.00022,0.444210356169,YES,-9576.00107949,107.248239452
SW,2.0,98.0,250.066204862,46.6890279167,1.23765171587e+18,250.065643091,46.6892716109,23.09849,0.4681095,21.35796,0.04971333,20.03284,0.02621029,19.50967,0.02697532,19.17426,0.06843437,0.212217,0.014625,,,,,,c250p08+46p7,0.0,0.22434,0.00013,0.326761558427,NO,-572.023885518,63.373959676
SW,3.0,22.0,250.057496123,46.6970001389,1.23765171587e+18,250.058178357,46.6970675125,19.98172,0.06671327,18.44205,0.009158663,17.63197,0.007238933,17.17569,0.00778072,16.85882,0.01878272,0.082587,0.024643,7.05954670723e+17,250.05819,46.697063,0.1108802,2.170777e-05,c250p08+46p7,0.0,0.11073,0.00011,0.160810431522,YES,-28264.006804,53.6241197259
NW,1.0,34.0,,,,,,,,,,,,,,,,,,,,,,,c250p08+46p7,0.0,0.22316,0.00012,,NO,-859.644164048,58.499039701
